Date,Cases,Deaths,Cases Ratio,Deaths Ratio
2020-08-10,256.513672662741,,0.0669067183203205,
2020-08-11,257.32031943212064,,0.06688263383049071,
2020-08-12,257.32031943212064,,0.06674726461154472,
2020-08-13,257.85808394504045,,0.06651729149992619,
2020-08-14,259.20249522733997,,0.0665258625354278,
2020-08-15,259.20249522733997,,0.06631461985131815,
2020-08-16,259.20249522733997,,0.06612779257363872,
2020-08-17,259.7402597402597,,0.06618774085582134,
2020-08-18,260.0091419967196,,0.06610875535674166,
2020-08-19,260.5469065096394,,0.06609294637636351,
2020-08-20,260.5469065096394,,0.0658572467966399,
2020-08-21,260.81578876609933,,0.06570002596103619,
2020-08-22,261.35355327901914,,0.06537522987683027,
2020-08-23,262.6979645613186,,0.06543502916148441,
2020-08-24,262.9668468177785,,0.0653006289847813,
2020-08-25,262.9668468177785,,0.06517541793100937,
2020-08-26,263.2357290742384,,0.06502839364670944,
2020-08-27,263.5046113306983,,0.06489859853885493,
2020-08-28,264.04237584361806,,0.0648390083236152,
2020-08-29,264.84902261299777,,0.06478360170963393,
2020-08-30,265.92455163883733,,0.06471136357883482,
2020-08-31,267.00008066467694,,0.06449840079426224,
2020-09-01,268.0756096905165,,0.06436834079843196,
2020-09-02,268.8822564598962,,0.06423278186300745,
2020-09-03,268.8822564598962,,0.06398498851715918,
2020-09-04,270.4955499986556,,0.06385673617838997,
2020-09-05,270.4955499986556,,0.06351908423622091,
2020-09-06,272.64660805033475,,0.06349112042482968,
2020-09-07,273.18437256325456,,0.06331110193392432,
2020-09-08,273.72213707617436,,0.06303864585931644,
2020-09-09,275.60431287139363,,0.06308974855299293,
2020-09-10,276.9487241536931,,0.06294504271981426,
2020-09-11,277.7553709230728,,0.06276406405947936,
2020-09-12,279.09978220537226,,0.0625977331961627,
2020-09-13,280.1753112312118,,0.06224510146185311,
2020-09-14,280.71307574413163,,0.06218078965974965,
2020-09-15,282.05748702643115,,0.061907991794473385,
2020-09-16,282.8641337958108,,0.06147284515188826,
2020-09-17,285.8218386168697,,0.061411818299462635,
2020-09-18,287.70401441208895,,0.06125555622784294,
2020-09-19,293.35054179774676,,0.061374368103920746,
2020-09-20,299.53483369632437,,0.06209459685256897,
2020-09-21,303.2991852867629,,0.06229341980555544,
2020-09-22,307.06353687720144,,0.06240013147974254,
2020-09-23,313.24782877577906,,0.06274652939175152,
2020-09-24,317.8188271355973,,0.06274793042916159,
2020-09-25,322.65870775187545,,0.06255538926908828,
2020-09-26,335.0272915490307,,0.06344264508839945,
2020-09-27,336.37170283133014,,0.06289900826898646,
2020-09-28,339.5982899088489,,0.06267048066173714,
2020-09-29,349.2780511414052,,0.06287168650410298,
2020-09-30,357.88228334812186,,0.06319471524095366,
2020-10-01,365.14210427253903,,0.06332774558284728,
2020-10-02,371.32639617111664,,0.06284898853763418,
2020-10-03,377.51068806969425,,0.06249901547147396,
2020-10-04,384.5016267376516,,0.06245350429519603,
2020-10-05,390.4170363797693,,0.06217820406213192,
2020-10-06,396.0635637654271,,0.06181710004821162,
2020-10-07,407.35661853674276,,0.061906658983350925,
2020-10-08,413.27202817886047,,0.06133599138906422,
2020-10-09,420.5318491032777,,0.060596606761941695,
2020-10-10,430.74937484875375,,0.06055998829358042,
2020-10-11,439.3536070554704,,0.060294718482867354,
2020-10-12,444.46236992820843,,0.059737279159075646,
2020-10-13,455.75542469952404,,0.0595312782727793,
2020-10-14,468.6617730095991,,0.05950568702320103,
2020-10-15,477.26600521631576,,0.05889706481458626,
2020-10-16,484.525826140733,,0.05829992380965497,
2020-10-17,491.78564706515016,,0.05783575921972568,
2020-10-18,492.59229383452987,,0.0575718918518867,
2020-10-19,499.31435024602723,,0.05733396402904386,
2020-10-20,511.68293404318246,,0.05717886196352111,
2020-10-21,521.3626952757387,,0.05648272349796897,
2020-10-22,539.1089242020919,,0.05663577206961687,
2020-10-23,552.0152725121669,,0.05660555301207709,
2020-10-24,567.6104433868409,,0.05676786202413283,
2020-10-25,585.0877900567341,,0.057317436016472156,
2020-10-26,596.1119625715899,,0.05734711884716108,
2020-10-27,606.329488317066,,0.057151868551465604,
2020-10-28,616.0092495496222,,0.057011952786350496,
2020-10-29,630.5288913984566,,0.057327750379468974,
2020-10-30,641.0152994003926,,0.05722615545050803,
2020-10-31,654.4594122233874,,0.057484760698917885,
2020-11-01,664.4080557124036,,0.057416690834073116,
2020-11-02,674.6255814578795,,0.057535854943230484,
2020-11-03,685.9186362291953,,0.05767452547296955,
2020-11-04,708.2358635153666,,0.05845812706086449,
2020-11-05,726.7887392110995,,0.05901283993225659,
2020-11-06,739.4262052647146,,0.05918578168575699,
2020-11-07,759.5923744992068,,0.059522296197949354,
2020-11-08,775.9941921432604,,0.059945575350064194,
2020-11-09,789.4383049662553,,0.06032186602126793,
2020-11-10,798.3114194294318,,0.06036105413948577,
2020-11-11,816.8642951251646,,0.06082899598442873,
2020-11-12,837.2993466161167,,0.06138578565898884,
2020-11-13,877.0939205721814,,0.06317317026833634,
2020-11-14,899.1422656018929,,0.06389469642130965,
2020-11-15,917.4262590411658,,0.06429836072153094,
2020-11-16,928.7193138124815,,0.06447521866584804,
2020-11-17,945.390013712995,,0.06472208537897897,
2020-11-18,967.9761232556264,,0.06534171782013429,
2020-11-19,985.4534699255196,,0.06565772905236572,
2020-11-20,1001.5864053131133,,0.06599147126087518,
2020-11-21,1015.568282649028,,0.06623755725543352,
2020-11-22,1027.3991019332634,,0.06643200683037039,
2020-11-23,1043.5320373208572,,0.0668124676026295,
2020-11-24,1056.438385630932,,0.06712632954427517,
