Date,Cases,Deaths,Cases Ratio,Deaths Ratio
2020-08-10,359.78034463169854,,0.09384186786452473,
2020-08-11,359.8917317352997,,0.09354296996597224,
2020-08-12,360.4486672533054,,0.09349810627132228,
2020-08-13,360.56005435690656,,0.09301037947679544,
2020-08-14,360.78282856410885,,0.09259705944245525,
2020-08-15,361.2283769785134,,0.09241702120895355,
2020-08-16,361.7853124965191,,0.0922987414915728,
2020-08-17,361.7853124965191,,0.09219114715950352,
2020-08-18,362.11947380732255,,0.09207086920098499,
2020-08-19,362.453635118126,,0.09194363115147577,
2020-08-20,362.453635118126,,0.09161574328433089,
2020-08-21,363.0105706361317,,0.09144309870102617,
2020-08-22,363.6788932577386,,0.09097098910567797,
2020-08-23,364.9041513973512,,0.09089340995734645,
2020-08-24,365.6838611225592,,0.09080759202103383,
2020-08-25,366.5749579513684,,0.0908543277475515,
2020-08-26,368.2457645053855,,0.09096952992363828,
2020-08-27,369.02547423059355,,0.0908873510097535,
2020-08-28,369.9165710594027,,0.0908377814482672,
2020-08-29,370.5848936810096,,0.09064720690669956,
2020-08-30,372.2557002350268,,0.09058649836484083,
2020-08-31,374.2606680998474,,0.09040901602928182,
2020-09-01,376.265635964668,,0.09034613299760139,
2020-09-02,378.0478296222863,,0.09031114248155508,
2020-09-03,378.38199093308975,,0.09004226483261686,
2020-09-04,380.27557169430924,,0.08977285155667299,
2020-09-05,381.8349911447252,,0.08966435479984426,
2020-09-06,383.83995900954585,,0.08938467724064848,
2020-09-07,385.28799135636075,,0.08929137148586867,
2020-09-08,387.0701850139791,,0.0891428825466386,
2020-09-09,390.30041101841226,,0.08934531733098021,
2020-09-10,391.637056261626,,0.08901146344826597,
2020-09-11,394.31034674805346,,0.08910185887805822,
2020-09-12,398.2088953740936,,0.08931205174006175,
2020-09-13,400.99357296412217,,0.08908667050290127,
2020-09-14,401.66189558572904,,0.08897217836235641,
2020-09-15,407.5654120765897,,0.0894553676009468,
2020-09-16,412.5778317386413,,0.0896625981641046,
2020-09-17,417.8130256078951,,0.089771508489157,
2020-09-18,421.1546387159294,,0.08966875802966374,
2020-09-19,430.06560700402105,,0.089977692597204,
2020-09-20,435.9691234948817,,0.09037789237904831,
2020-09-21,439.3107366029161,,0.09022829426468493,
2020-09-22,444.9914788865745,,0.0904292547147723,
2020-09-23,451.34054379183976,,0.09040781801234801,
2020-09-24,459.47180235472337,,0.09071490492920034,
2020-09-25,472.7268676832596,,0.09164982229031818,
2020-09-26,485.313610390189,,0.09190170447964394,
2020-09-27,489.7690945342348,,0.09158318035584037,
2020-09-28,495.7839981286966,,0.09149345679998251,
2020-09-29,515.8336767769027,,0.09285247987554303,
2020-09-30,533.655613353086,,0.09423270190153636,
2020-10-01,552.145872550876,,0.09576039830077401,
2020-10-02,570.4133575414638,,0.09654552689897203,
2020-10-03,586.3417133564276,,0.09707216503461896,
2020-10-04,605.9458435902291,,0.09842205783732463,
2020-10-05,622.0969736123951,,0.09907578042798383,
2020-10-06,640.364458602983,,0.09994727469610001,
2020-10-07,661.5280082872005,,0.10053350541861195,
2020-10-08,678.4588480345745,,0.10069383656150313,
2020-10-09,699.8451719259944,,0.1008443064844489,
2020-10-10,717.6671085021776,,0.10089837438496593,
2020-10-11,735.2662708711586,,0.10090431056032505,
2020-10-12,747.7416264744868,,0.10049905976693296,
2020-10-13,769.0165632623055,,0.10044979509377742,
2020-10-14,795.6380810229791,,0.10102166073639623,
2020-10-15,813.5714047027635,,0.10039887029530795,
2020-10-16,831.5047283825478,,0.10004969744995615,
2020-10-17,844.2028581930783,,0.0992812895830425,
2020-10-18,848.1014068191184,,0.09912214032569702,
2020-10-19,861.6906334584581,,0.09894396137128514,
2020-10-20,883.7452799714848,,0.09875558869066822,
2020-10-21,909.3643137997482,,0.0985175455794864,
2020-10-22,930.7506376911681,,0.09777946274576436,
2020-10-23,949.5750581997615,,0.09737270682975183,
2020-10-24,968.0653173975517,,0.09681815937082636,
2020-10-25,985.3303184557292,,0.0965267237549087,
2020-10-26,997.0259643338494,,0.09591581793410503,
2020-10-27,1019.5261592612807,,0.09609927632022326,
2020-10-28,1036.4569990086547,,0.09592459453452405,
2020-10-29,1049.4892901299886,,0.0954196720741183,
2020-10-30,1071.098388228611,,0.09562149752883348,
2020-10-31,1084.5762277643494,,0.09526428033322844,
2020-11-01,1100.1704222685096,,0.09507432135579903,
